id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15313653,Santo António Houses Mouraria 1,97554335,Casas De Santo António,Lisboa,So Vicente,38.71745,-9.13152,Entire home/apt,54,2,79,2019-07-15,2.33,2,256
15315823,Principe Real-Sao Bento - Typical & Central 2 bed,624278,Isabelle & Cesar,Lisboa,Misericrdia,38.71395,-9.15333,Entire home/apt,45,5,16,2019-05-05,0.50,10,198
15316278,Brand new and modern apartment in Lisbon center,64537083,Fan,Lisboa,So Domingos de Benfica,38.75517,-9.18317,Entire home/apt,90,2,79,2019-07-07,2.47,1,315
15317947,Ericeira's Dream Independent House near the beach,97592601,Joana,Mafra,Ericeira,38.97378,-9.41907,Entire home/apt,60,5,5,2018-09-04,0.21,1,21
15319503,Marcos Portugal Apartment,62024187,Taynara,Lisboa,Misericrdia,38.71502,-9.15099,Entire home/apt,40,1,116,2019-07-05,3.57,2,166
15321555,E7 Lisbon Deluxe Apartment,61070163,Connie,Lisboa,Campolide,38.73841,-9.16789,Entire home/apt,85,1,30,2019-06-19,1.24,4,86
15322240,Deluxe Apartment - Sete-Rios - Very well located,26210122,Rui,Lisboa,Campolide,38.73775,-9.1665,Entire home/apt,200,1,9,2018-04-13,0.27,1,362
15322964,Lisboa Downtown Apartment,97639378,Maria & António,Lisboa,Arroios,38.72261,-9.13603,Entire home/apt,60,3,109,2019-07-18,3.21,2,113
15326651,MY LX FLAT Castle Alfama 2,17125483,Patrícia,Lisboa,Santa Maria Maior,38.71252,-9.13273,Entire home/apt,75,3,173,2019-07-01,5.11,25,341
15331277,GO NATIVE LISBON - MARQUÊS DO POMBAL,97725381,Go Native Lisbon,Lisboa,Santo Antnio,38.72388,-9.15639,Entire home/apt,85,1,2,2018-05-10,0.07,4,342
15333063,In the heart of Alfama quiet typical and beautiful,60120794,José,Lisboa,Santa Maria Maior,38.71217,-9.12962,Entire home/apt,51,2,55,2018-10-06,1.66,4,0
15333708,Tu casa @ Principe Real /Bairro Alto,5648681,José,Lisboa,Misericrdia,38.71297,-9.14726,Entire home/apt,110,4,126,2019-07-18,3.74,2,95
15335253,SUNNY DUPLEX TERRACE WITH GORGEOUS RIVER VIEW,60120794,José,Lisboa,Santa Maria Maior,38.71096,-9.12855,Entire home/apt,65,2,59,2018-09-20,1.78,4,0
